4501.29	5027.68
4500.4	4911.68
4499.52	4888.2
4498.64	4740.28
4497.75	5042.03
4496.87	4880
4495.98	4774.55
4495.1	4813.29
4494.22	4775.72
4493.33	4729.68
4492.45	4963.33
4491.56	4728.04
4490.68	4639.67
4489.79	4667.1
4488.9	4691.7
4488.02	4823.53
4487.13	4627.98
4486.25	4669.5
4485.36	4682.79
4484.47	4645.31
4483.59	4636.04
4482.7	4480.16
4481.81	4580.87
4480.93	4681.53
4480.04	4641.27
4479.15	4626.37
4478.26	4569.23
4477.38	4520.55
4476.49	4623.96
4475.6	4589.36
4474.71	4436.55
4473.83	4432.96
4472.94	4522.24
4472.05	4482.07
4471.16	4475.66
4470.27	4415.81
4469.38	4505.03
4468.49	4540.8
4467.6	4478.16
4466.71	4359.33
4465.82	4479.41
4464.93	4470.2
4464.04	4382.34
4463.15	4406.85
4462.26	4372.39
4461.37	4371.62
4460.48	4508.42
4459.59	4311.16
4458.7	4349.69
4457.81	4290.02
4456.92	4269.63
4456.03	4417.54
4455.14	4464.44
4454.24	4407.59
4453.35	4387.2
4452.46	4400.44
4451.57	4290.39
4450.68	4384.9
4449.78	4398.14
4448.89	4411.38
4448	4301.39
4447.11	4303.44
4446.21	4386.67
4445.32	4397.1
4444.43	4147.28
4443.53	4250.08
4442.64	4327.66
4441.75	4405.22
4440.85	4373.69
4439.96	4372.93
4439.06	4319.05
4438.17	4407.74
4437.27	4423.73
4436.38	4311.2
4435.48	4285.31
4434.59	4382.31
4433.69	4415.06
4432.8	4361.24
4431.9	4273.94
4431.01	4334.59
4430.11	4476.16
4429.22	4547.92
4428.32	4496.91
4427.42	4429.19
4426.53	4378.22
4425.63	4399.76
4424.73	4440.8
4423.84	4601.68
4422.94	4372.37
4422.04	4366.03
4421.14	4524.06
4420.25	4517.69
4419.35	4514.12
4418.45	4608
4417.55	4495.84
4416.65	4508.97
4415.76	4591.66
4414.86	4435.05
4413.96	4342.47
4413.06	4561.44
4412.16	4521.71
4411.26	4621.01
4410.36	4570.17
4409.46	4708.34
4408.56	4579.68
4407.66	4645.56
4406.76	4672.53
4405.86	4727.26
4404.96	4665.34
4404.06	4689.51
4403.16	4655.38
4402.26	4757.26
4401.36	4601.02
4400.46	4675.13
4399.56	4815.79
4398.66	4759.47
4397.76	4736.46
4396.85	4810.49
4395.95	4743.11
4395.05	4972.33
4394.15	4896.64
4393.25	4890.24
4392.34	4897.69
4391.44	4966.07
4390.54	4898.74
4389.64	5036.32
4388.73	4852.73
4387.83	4998.57
4386.93	5102.86
4386.02	5016.19
4385.12	4877
