1000.66	4521
999.081	4546.39
997.505	4553.32
995.929	4455.55
994.352	4568.74
992.775	4515.41
991.198	4531.84
989.621	4456.35
988.043	4533
986.465	4467.05
984.886	4507.24
983.307	4529.99
981.728	4468.83
980.148	4448.84
978.568	4408.3
976.988	4467.43
975.407	4605.62
973.826	4435.4
972.245	4437.58
970.663	4442.92
969.081	4457.73
967.499	4319.3
965.916	4463.65
964.333	4440.55
962.749	4447.46
961.165	4422.79
959.581	4445.48
957.997	4433.45
956.412	4389.87
954.827	4363.66
953.241	4268.09
951.655	4461.03
950.069	4248.86
948.482	4384.99
946.895	4366.69
945.308	4427.14
943.72	4328.53
942.132	4307.1
940.543	4450.94
938.955	4358.69
937.365	4409.63
935.776	4455.84
934.186	4410.81
932.596	4368.96
931.005	4430.86
929.414	4445.58
927.823	4413.17
926.232	4332.08
924.64	4370.38
923.047	4327.01
921.455	4391.97
919.862	4376.87
918.268	4390.02
916.674	4354.53
915.08	4367.67
913.486	4440.39
911.891	4317.13
910.296	4436.84
908.7	4359.08
907.105	4365.94
905.508	4336.77
903.912	4304.49
902.315	4358.32
900.717	4365.18
899.12	4428.36
897.522	4269.36
895.923	4371.64
894.325	4394.12
892.726	4369.69
891.126	4429.67
889.526	4438.06
887.926	4390.2
886.326	4451.7
884.725	4378.87
883.124	4346.66
881.522	4397.2
879.92	4330.68
878.318	4559.07
876.715	4573.65
875.112	4489.97
873.509	4495.2
871.905	4406.9
870.301	4527.48
868.696	4423.63
867.092	4464.7
865.486	4416.98
863.881	4559.25
862.275	4572.24
860.669	4479.39
859.062	4493.94
857.455	4575.39
855.848	4484.16
854.24	4663.54
852.632	4665.6
851.024	4619.48
849.415	4542.3
847.806	4553.72
846.196	4645.89
844.587	4700.76
842.976	4673.31
841.366	4624.15
839.755	4565.69
838.144	4603.46
836.532	4687.74
834.92	4680.49
833.308	4698.05
831.695	4648.94
830.082	4714.54
828.468	4803.35
826.854	4641.17
825.24	4771.77
823.626	4775.35
822.011	4724.74
820.396	4819.64
818.78	4801.54
817.164	4783.44
815.548	4743.7
813.931	4736.46
812.314	4792.59
810.696	4669.41
809.079	4674.55
807.46	4749.2
805.842	4741.96
804.223	4651.32
802.604	4735.2
800.984	4755.74
799.364	4743.87
797.744	4705.78
796.123	4709.35
794.502	4732.97
792.881	4687.19
791.259	4727.76
789.637	4751.36
788.014	4679.41
786.391	4662.96
784.768	4663.45
783.144	4623.91
781.52	4550.51
779.896	4681.85
778.271	4565.39
776.646	4644.36
775.021	4635.63
773.395	4676.1
771.769	4516.71
770.142	4621.74
768.515	4582.29
766.888	4595.08
765.26	4543.36
763.632	4553.09
762.004	4449.2
760.375	4434.39
758.746	4619.07
757.116	4515.24
755.487	4520.36
753.856	4542.34
752.226	4570.45
750.595	4538.77
748.964	4468.78
747.332	4507.61
745.7	4584.72
744.067	4467.29
742.435	4521.41
740.801	4547.94
739.168	4531.61
737.534	4501.52
735.9	4417.9
734.265	4507.14
732.63	4472.48
730.995	4443.96
729.359	4604.96
727.723	4435.84
726.086	4401.23
724.45	4386.5
722.812	4416.05
721.175	4384.52
719.537	4479.68
717.899	4448.15
716.26	4354.09
714.621	4380.56
712.981	4475.64
711.342	4477.68
709.701	4377.59
708.061	4393.37
706.42	4421.32
704.779	4383.77
703.137	4355.37
701.495	4432.03
699.853	4397.54
698.21	4364.59
696.567	4448.81
694.923	4446.28
693.279	4355.55
691.635	4404.74
689.99	4473.67
688.345	4414.91
686.7	4356.17
685.054	4412.91
683.408	4332.94
681.762	4423.06
680.115	4402.33
678.468	4302.68
676.82	4377.58
675.172	4428.17
673.524	4287.63
671.875	4388.25
670.226	4347.85
668.576	4383.24
666.927	4418.61
665.276	4338.83
663.626	4295.44
661.975	4311.13
660.324	4322.26
658.672	4395.45
657.02	4430.77
655.367	4417.66
653.714	4263.9
652.061	4414.15
650.408	4351.16
648.754	4360.76
647.099	4386.97
645.445	4358.78
643.79	4392.54
642.134	4432.31
640.478	4426.78
638.822	4385.02
637.166	4418.74
635.509	4395.1
633.851	4353.38
632.194	4384.06
630.535	4411.71
628.877	4415.24
627.218	4454.92
625.559	4283.65
623.899	4312.81
622.239	4432.31
620.579	4413.24
618.918	4371.59
617.257	4433.81
615.596	4405.72
613.934	4341.54
612.272	4364.61
610.609	4387.68
608.946	4376.16
607.283	4298.52
605.619	4428.27
603.955	4380.69
602.29	4414.24
600.625	4342.66
598.96	4310.15
597.295	4526.8
595.629	4435.74
593.962	4479.74
592.295	4388.72
590.628	4476.2
588.961	4437.7
587.293	4484.66
585.624	4471.65
583.956	4461.64
582.287	4415.69
580.617	4348.8
578.948	4440.63
577.277	4439.62
575.607	4511.94
573.936	4463.03
572.265	4423.13
570.593	4386.23
568.921	4474.94
567.248	4411.14
565.575	4435.54
563.902	4576.47
562.229	4475.34
560.555	4451.92
558.88	4465.84
557.205	4479.75
555.53	4513.05
553.855	4450.85
552.179	4552.77
550.503	4554.71
548.826	4477.63
547.149	4569.03
545.471	4536.69
543.794	4520.76
542.115	4576.33
540.437	4536.57
538.758	4443.21
537.078	4570.23
535.399	4481.37
533.719	4478.86
532.038	4503.13
530.357	4561.59
528.676	4554.6
526.994	4541.67
525.312	4506.45
523.63	4597.55
521.947	4534.1
520.264	4515.24
518.58	4594.4
516.896	4504.27
515.212	4532.93
513.527	4554.15
511.842	4564.98
510.157	4495.71
508.471	4519.89
506.785	4502.55
505.098	4686.8
503.411	4568.66
501.723	4560.21
500.036	4639.15
498.347	4649.94
496.659	4620.74
494.97	4678.89
493.281	4651.18
491.591	4567.27
489.901	4557.35
488.21	4606.59
486.519	4636.58
484.828	4663.6
483.136	4625.59
481.444	4658.51
479.752	4622
478.059	4715.45
476.366	4705.51
474.672	4679.34
472.978	4576.44
471.284	4693.43
469.589	4592.05
467.894	4716.35
466.198	4663.66
464.502	4634.59
462.806	4685.11
461.109	4722.34
459.412	4665.28
457.715	4618.56
456.017	4691.12
454.318	4657.66
452.62	4647.76
450.921	4649.64
449.221	4701.53
447.521	4709.27
445.821	4697.9
444.121	4658.6
442.42	4683.99
440.718	4706.42
439.016	4753.82
437.314	4651.39
435.612	4754.57
433.909	4732.93
432.205	4715.7
430.502	4647.12
428.797	4709.13
427.093	4765.25
425.388	4737.76
423.683	4720.55
421.977	4757.57
420.271	4630.46
418.564	4680.67
416.858	4694.24
415.15	4738.56
413.443	4803.35
411.735	4658.8
410.026	4666.51
408.317	4759.07
406.608	4810.63
404.898	4745.18
403.188	4665.15
401.478	4764.92
399.767	4690.76
398.056	4704.29
396.344	4717.82
394.632	4804.35
392.92	4823.68
391.207	4708.72
389.494	4821.46
387.78	4837.86
386.066	4823.62
384.352	4772.93
382.637	4833.06
380.922	4792.59
379.207	4800.23
377.491	4768.53
375.774	4889.79
374.058	4807.11
372.341	4795.81
370.623	4866.03
368.905	4805.24
367.187	4792.49
365.468	4757.93
363.749	4799.01
362.029	4790.63
360.31	4743.01
358.589	4833.47
356.869	4928.25
355.147	4792.02
353.426	4860.63
351.704	4808.69
349.982	4813.39
348.259	4725.2
346.536	4882.26
344.813	4856.47
343.089	4861.15
341.364	4754.19
339.64	4892.25
337.915	4749.09
336.189	4856.66
334.463	4806.29
332.737	4755.94
331.01	4812.76
329.283	4772.56
327.556	4811.98
325.828	4890.45
324.1	4883.53
322.371	4713.19
320.642	4726.56
318.913	4874.36
317.183	4863.12
315.453	4772.41
313.722	4911.43
311.991	4791.87
310.259	4770.54
308.528	4740.57
306.795	4723.6
305.063	4849.48
303.33	4916.15
301.596	4825.6
299.862	4859.09
298.128	4767.15
296.393	4871.25
294.658	4770.7
292.923	4893.48
291.187	4903.87
289.451	4853.78
287.714	4846.9
285.977	4887.51
284.239	4777.03
282.501	4785.99
280.763	4840.97
279.024	4805.34
277.285	4735.22
275.546	4851.98
273.806	4860.91
272.066	4717.57
270.325	4796.9
268.584	4794.35
266.842	4865.02
265.1	4665.83
263.358	4803.93
261.615	4716.74
259.872	4850.46
258.129	4674.41
256.385	4706.29
254.64	4849.95
252.896	4804.41
251.151	4777.51
249.405	4764.94
247.659	4730.9
245.913	4779.91
244.166	4770.21
242.419	4731.9
240.671	4749.4
238.923	4631.02
237.175	4762.92
235.426	4691.77
233.677	4682.1
231.927	4796.75
230.177	4681.35
228.427	4683.12
226.676	4747.71
224.924	4728.05
223.173	4765.49
221.421	4664.5
219.668	4737.59
217.915	4715.1
216.162	4722.56
214.408	4721.46
212.654	4700.41
210.9	4713.56
209.145	4789.39
207.39	4816.76
205.634	4700.3
203.878	4754.73
202.121	4702.39
200.364	4669.99
